2017-11-10 00:47:36,999 INFO [com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry] -  [DUBBO] Load registry store file C:\Users\DELL\.dubbo\dubbo-registry-192.168.134.130.cache, data: {cn.mldn.dibmp.service.IMemberService:dev=empty://192.168.28.52/cn.mldn.dibmp.service.IMemberService?application=mldn-service-test&category=configurators&dubbo=2.5.6&interface=cn.mldn.dibmp.service.IMemberService&methods=getRoleAndActionByMember,get,getDeptAndLevelByMember&pid=4900&revision=0.0.1&side=consumer&timestamp=1510245792732&version=dev empty://192.168.28.52/cn.mldn.dibmp.service.IMemberService?application=mldn-service-test&category=routers&dubbo=2.5.6&interface=cn.mldn.dibmp.service.IMemberService&methods=getRoleAndActionByMember,get,getDeptAndLevelByMember&pid=4900&revision=0.0.1&side=consumer&timestamp=1510245792732&version=dev dubbo://192.168.28.52:9327/cn.mldn.dibmp.service.IMemberService?anyhost=true&application=mldn-service-member&default.timeout=10000000&dubbo=2.5.6&generic=false&interface=cn.mldn.dibmp.service.IMemberService&methods=getRoleAndActionByMember,get,getDeptAndLevelByMember&pid=4788&revision=dev&side=provider&timestamp=1510240886337&version=dev, cn.mldn.dibmp.service.ISubtypeService:dev=empty://192.168.28.52/cn.mldn.dibmp.service.ISubtypeService?application=mldn-service-test&category=configurators&dubbo=2.5.6&interface=cn.mldn.dibmp.service.ISubtypeService&methods=getSubtypeByWiid&pid=4900&revision=0.0.1&side=consumer&timestamp=1510245793629&version=dev empty://192.168.28.52/cn.mldn.dibmp.service.ISubtypeService?application=mldn-service-test&category=routers&dubbo=2.5.6&interface=cn.mldn.dibmp.service.ISubtypeService&methods=getSubtypeByWiid&pid=4900&revision=0.0.1&side=consumer&timestamp=1510245793629&version=dev dubbo://192.168.28.52:9327/cn.mldn.dibmp.service.ISubtypeService?anyhost=true&application=mldn-service-member&default.timeout=10000000&dubbo=2.5.6&generic=false&interface=cn.mldn.dibmp.service.ISubtypeService&methods=getSubtypeByWiid&pid=4788&revision=dev&side=provider&timestamp=1510240886791&version=dev, cn.mldn.dibmp.service.IWitemService:dev=empty://192.168.28.52/cn.mldn.dibmp.service.IWitemService?application=mldn-service-test&category=configurators&dubbo=2.5.6&interface=cn.mldn.dibmp.service.IWitemService&methods=getWitemAll&pid=4900&revision=0.0.1&side=consumer&timestamp=1510245793585&version=dev empty://192.168.28.52/cn.mldn.dibmp.service.IWitemService?application=mldn-service-test&category=routers&dubbo=2.5.6&interface=cn.mldn.dibmp.service.IWitemService&methods=getWitemAll&pid=4900&revision=0.0.1&side=consumer&timestamp=1510245793585&version=dev dubbo://192.168.28.52:9327/cn.mldn.dibmp.service.IWitemService?anyhost=true&application=mldn-service-member&default.timeout=10000000&dubbo=2.5.6&generic=false&interface=cn.mldn.dibmp.service.IWitemService&methods=getWitemAll&pid=4788&revision=dev&side=provider&timestamp=1510240886755&version=dev, cn.mldn.dibmp.service.IGoodsService:dev=empty://192.168.28.52/cn.mldn.dibmp.service.IGoodsService?application=mldn-service-test&category=configurators&dubbo=2.5.6&interface=cn.mldn.dibmp.service.IGoodsService&methods=getSplit,getGoodsAll,addGoods,getGoodsByGid&pid=4900&revision=0.0.1&side=consumer&timestamp=1510245793540&version=dev empty://192.168.28.52/cn.mldn.dibmp.service.IGoodsService?application=mldn-service-test&category=routers&dubbo=2.5.6&interface=cn.mldn.dibmp.service.IGoodsService&methods=getSplit,getGoodsAll,addGoods,getGoodsByGid&pid=4900&revision=0.0.1&side=consumer&timestamp=1510245793540&version=dev dubbo://192.168.28.52:9327/cn.mldn.dibmp.service.IGoodsService?anyhost=true&application=mldn-service-member&default.timeout=10000000&dubbo=2.5.6&generic=false&interface=cn.mldn.dibmp.service.IGoodsService&methods=getSplit,getGoodsAll,addGoods,getGoodsByGid&pid=4788&revision=dev&side=provider&timestamp=1510240886719&version=dev}, dubbo version: 2.5.6, current host: 127.0.0.1
2017-11-10 00:47:37,049 INFO [com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry] -  [DUBBO] Register: dubbo://192.168.28.52:9327/cn.mldn.dibmp.service.IMemberService?anyhost=true&application=mldn-service-member&default.timeout=10000000&dubbo=2.5.6&generic=false&interface=cn.mldn.dibmp.service.IMemberService&methods=getRoleAndActionByMember,get,getDeptAndLevelByMember&pid=3644&revision=dev&side=provider&timestamp=1510246056716&version=dev, dubbo version: 2.5.6, current host: 127.0.0.1
2017-11-10 00:47:37,079 INFO [com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry] -  [DUBBO] Subscribe: provider://192.168.28.52:9327/cn.mldn.dibmp.service.IMemberService?anyhost=true&application=mldn-service-member&category=configurators&check=false&default.timeout=10000000&dubbo=2.5.6&generic=false&interface=cn.mldn.dibmp.service.IMemberService&methods=getRoleAndActionByMember,get,getDeptAndLevelByMember&pid=3644&revision=dev&side=provider&timestamp=1510246056716&version=dev, dubbo version: 2.5.6, current host: 127.0.0.1
2017-11-10 00:47:37,094 INFO [com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry] -  [DUBBO] Notify urls for subscribe url provider://192.168.28.52:9327/cn.mldn.dibmp.service.IMemberService?anyhost=true&application=mldn-service-member&category=configurators&check=false&default.timeout=10000000&dubbo=2.5.6&generic=false&interface=cn.mldn.dibmp.service.IMemberService&methods=getRoleAndActionByMember,get,getDeptAndLevelByMember&pid=3644&revision=dev&side=provider&timestamp=1510246056716&version=dev, urls: [empty://192.168.28.52:9327/cn.mldn.dibmp.service.IMemberService?anyhost=true&application=mldn-service-member&category=configurators&check=false&default.timeout=10000000&dubbo=2.5.6&generic=false&interface=cn.mldn.dibmp.service.IMemberService&methods=getRoleAndActionByMember,get,getDeptAndLevelByMember&pid=3644&revision=dev&side=provider&timestamp=1510246056716&version=dev], dubbo version: 2.5.6, current host: 127.0.0.1
2017-11-10 00:47:37,120 INFO [com.alibaba.dubbo.config.AbstractConfig] -  [DUBBO] The service ready on spring started. service: cn.mldn.dibmp.service.IGoodsService, dubbo version: 2.5.6, current host: 127.0.0.1
2017-11-10 00:47:37,135 INFO [com.alibaba.dubbo.config.AbstractConfig] -  [DUBBO] Export dubbo service cn.mldn.dibmp.service.IGoodsService to local registry, dubbo version: 2.5.6, current host: 127.0.0.1
2017-11-10 00:47:37,135 INFO [com.alibaba.dubbo.config.AbstractConfig] -  [DUBBO] Export dubbo service cn.mldn.dibmp.service.IGoodsService to url dubbo://192.168.28.52:9327/cn.mldn.dibmp.service.IGoodsService?anyhost=true&application=mldn-service-member&default.timeout=10000000&dubbo=2.5.6&generic=false&interface=cn.mldn.dibmp.service.IGoodsService&methods=getSplit,getGoodsAll,addGoods,getGoodsByGid&pid=3644&revision=dev&side=provider&timestamp=1510246057123&version=dev, dubbo version: 2.5.6, current host: 127.0.0.1
2017-11-10 00:47:37,135 INFO [com.alibaba.dubbo.config.AbstractConfig] -  [DUBBO] Register dubbo service cn.mldn.dibmp.service.IGoodsService url dubbo://192.168.28.52:9327/cn.mldn.dibmp.service.IGoodsService?anyhost=true&application=mldn-service-member&default.timeout=10000000&dubbo=2.5.6&generic=false&interface=cn.mldn.dibmp.service.IGoodsService&methods=getSplit,getGoodsAll,addGoods,getGoodsByGid&pid=3644&revision=dev&side=provider&timestamp=1510246057123&version=dev to registry registry://192.168.134.130:2181/com.alibaba.dubbo.registry.RegistryService?application=mldn-service-member&dubbo=2.5.6&pid=3644&registry=zookeeper&timestamp=1510246057123, dubbo version: 2.5.6, current host: 127.0.0.1
2017-11-10 00:47:37,136 INFO [com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry] -  [DUBBO] Register: dubbo://192.168.28.52:9327/cn.mldn.dibmp.service.IGoodsService?anyhost=true&application=mldn-service-member&default.timeout=10000000&dubbo=2.5.6&generic=false&interface=cn.mldn.dibmp.service.IGoodsService&methods=getSplit,getGoodsAll,addGoods,getGoodsByGid&pid=3644&revision=dev&side=provider&timestamp=1510246057123&version=dev, dubbo version: 2.5.6, current host: 127.0.0.1
2017-11-10 00:47:37,148 INFO [com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry] -  [DUBBO] Subscribe: provider://192.168.28.52:9327/cn.mldn.dibmp.service.IGoodsService?anyhost=true&application=mldn-service-member&category=configurators&check=false&default.timeout=10000000&dubbo=2.5.6&generic=false&interface=cn.mldn.dibmp.service.IGoodsService&methods=getSplit,getGoodsAll,addGoods,getGoodsByGid&pid=3644&revision=dev&side=provider&timestamp=1510246057123&version=dev, dubbo version: 2.5.6, current host: 127.0.0.1
